Uni_samp,SiteName,WBID,IR_WBID,Latitude,Longitude,Mod_Ecoregion,Date,Year,Month,Season,Habitat_Type,SAMPLEID,PCID,Cycle,Taxa_Richness,Modified_HBI,EPT_perc,EPT_Taxa,Dom_2_Taxa,Shannon_Weaver,Taxa_Richness_Score,Mod_HBI_Score,EPT_perc_Score,EPT_Taxa_Score,Dom2_Taxa_Score,Shannon_Weaver_Score,Score,Percent_Reference,Task
58651 Riffle,Owasso Creek,OK121300-01-0055M,OK121300010055_00,36.264838,-95.849422,Central Irregular Plains,7/28/2017,2017,7,Summer,Riffle,58651,OK121300-01-0055M_4,4,11,6.1,0.280991736,2,0.469230769,1.949292676,4,4,4,0,0,2,14.46923077,0.556508876,Blue Thumb
58855 Riffle,Owasso Creek,OK121300-01-0055M,OK121300010055_00,36.264838,-95.849422,Central Irregular Plains,2/14/2018,2018,2,Winter,Riffle,58855,OK121300-01-0055M_4,4,9,6.267857143,0.063063063,1,0.696428571,1.448165249,2,4,0,0,0,0,6.696428571,0.279017857,Blue Thumb
62380 Riffle,Owasso Creek,OK121300-01-0055M,OK121300010055_00,36.264838,-95.849422,Central Irregular Plains,9/10/2019,2019,9,Summer,Riffle,62380,OK121300-01-0055M_4,4,13,5.474137931,0.424778761,2,0.49137931,2.003486983,6,6,6,0,0,2,20.49137931,0.788129973,Blue Thumb
62830 Riffle,Owasso Creek,OK121300-01-0055M,OK121300010055_00,36.264838,-95.849422,Central Irregular Plains,3/4/2020,2020,3,Winter,Riffle,62830,OK121300-01-0055M_4,4,12,5.912280702,0.125,2,0.745614035,1.367498708,4,6,2,0,0,0,12.74561404,0.531067251,Blue Thumb
63546 Riffle,Owasso Creek,OK121300-01-0055M,OK121300010055_00,36.264838,-95.849422,Central Irregular Plains,9/13/2020,2020,9,Summer,Riffle,63546,OK121300-01-0055M_4,4,16,5.896,0.027272727,3,0.48,2.020259493,6,4,0,0,0,2,12.48,0.48,Blue Thumb
64797 Riffle,Owasso Creek,OK121300-01-0055M,OK121300010055_00,36.264838,-95.849422,Central Irregular Plains,3/3/2021,2021,3,Winter,Riffle,64797,OK121300-01-0055M_5,5,14,6.380530973,0.144144144,1,0.628318584,1.755575852,6,4,2,0,0,2,14.62831858,0.609513274,Blue Thumb
29095 Vegetation,Panther Creek: Hwy 49,OK311310-02-0150G,OK311310020150_00,34.7246944,-98.6734444,Central Great Plains,7/22/2003,2003,7,Summer,Vegetation,29095,OK311310-02-0150G_1,1,15,7.040697674,0.145348837,3,0.546511628,1.974539919,6,4,2,0,0,2,14.54651163,0.606104651,Blue Thumb
32796 Riffle,Panther Creek: Hwy 49,OK311310-02-0150G,OK311310020150_00,34.7246944,-98.6734444,Central Great Plains,2/11/2005,2005,2,Winter,Riffle,32796,OK311310-02-0150G_1,1,9,4.00729927,0.408759124,3,0.759124088,1.312732291,4,6,6,4,0,0,20.75912409,0.943596549,Blue Thumb
38178 Riffle,Panther Creek: Hwy 49,OK311310-02-0150G,OK311310020150_00,34.7246944,-98.6734444,Central Great Plains,8/10/2007,2007,8,Summer,Riffle,38178,OK311310-02-0150G_2,2,21,4.798449612,0.619047619,6,0.573643411,2.108047561,6,6,6,6,0,2,26.57364341,1.0,Blue Thumb
39267 Riffle,Panther Creek: Hwy 49,OK311310-02-0150G,OK311310020150_00,34.7246944,-98.6734444,Central Great Plains,1/17/2008,2008,1,Winter,Riffle,39267,OK311310-02-0150G_2,2,16,4.746268657,0.469026549,6,0.417910448,2.223289568,6,6,6,6,0,2,26.41791045,1.0,Blue Thumb
45482 Riffle,Panther Creek: Hwy 49,OK311310-02-0150G,OK311310020150_00,34.7246944,-98.6734444,Central Great Plains,1/13/2010,2010,1,Winter,Riffle,45482,OK311310-02-0150G_2,2,12,4.63362069,0.294372294,4,0.823275862,1.248755943,6,6,4,6,0,0,22.82327586,1.0,Blue Thumb
23835 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/17/2001,2001,7,Summer,Riffle,23835,OK121700-02-0270L_1,1,18,4.61682243,0.639344262,10,0.53271028,2.094670687,6,6,6,6,0,2,26.53271028,1.0,Blue Thumb
26305 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/14/2002,2002,1,Winter,Riffle,26305,OK121700-02-0270L_1,1,19,5.37593985,0.375,8,0.406015038,2.424627665,6,4,6,0,0,2,18.40601504,0.613533835,Blue Thumb
26365 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/30/2002,2002,7,Summer,Riffle,26365,OK121700-02-0270L_1,1,19,4.676923077,0.146788991,5,0.461538462,2.357110858,6,6,2,0,0,2,16.46153846,0.633136095,Blue Thumb
26852 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/21/2003,2003,1,Winter,Riffle,26852,OK121700-02-0270L_1,1,19,5.25203252,0.166666667,5,0.609756098,2.083958972,6,4,2,0,0,2,14.6097561,0.48699187,Blue Thumb
29105 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/24/2003,2003,7,Summer,Riffle,29105,OK121700-02-0270L_1,1,15,4.422018349,0.509090909,5,0.577981651,1.936669285,4,6,6,0,0,2,18.57798165,0.714537756,Blue Thumb
29908 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/23/2004,2004,1,Winter,Riffle,29908,OK121700-02-0270L_1,1,11,4.868421053,0.630769231,4,0.587719298,1.76883686,2,4,6,0,0,2,14.5877193,0.48625731,Blue Thumb
30712 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/22/2004,2004,7,Summer,Riffle,30712,OK121700-02-0270L_1,1,16,4.244680851,0.753623188,4,0.617021277,1.87341583,6,6,6,0,0,2,20.61702128,0.792962357,Blue Thumb
32199 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/12/2005,2005,1,Winter,Riffle,32199,OK121700-02-0270L_1,1,14,4.770642202,0.285714286,6,0.550458716,1.943778359,4,4,4,0,0,2,14.55045872,0.485015291,Blue Thumb
33383 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/25/2005,2005,7,Summer,Riffle,33383,OK121700-02-0270L_1,1,19,4.636363636,0.292307692,5,0.527272727,2.190205068,6,6,4,0,0,2,18.52727273,0.712587413,Blue Thumb
35118 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/19/2006,2006,1,Winter,Riffle,35118,OK121700-02-0270L_2,2,18,4.846715328,0.379310345,6,0.503649635,2.050454317,6,4,6,0,0,2,18.50364964,0.616788321,Blue Thumb
35764 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/20/2006,2006,7,Summer,Riffle,35764,OK121700-02-0270L_2,2,20,5.25,0.30952381,6,0.347826087,2.545905911,6,4,6,0,2,4,20.34782609,0.782608696,Blue Thumb
36921 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,2/22/2007,2007,2,Winter,Riffle,36921,OK121700-02-0270L_2,2,19,5.540983607,0.157894737,5,0.459016393,2.255061728,6,4,2,0,0,2,14.45901639,0.481967213,Blue Thumb
42717 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/20/2009,2009,1,Winter,Riffle,42717,OK121700-02-0270L_2,2,16,4.38317757,0.52,7,0.514018692,2.105781334,4,6,6,0,0,2,18.51401869,0.617133956,Blue Thumb
44238 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,8/5/2009,2009,8,Summer,Riffle,44238,OK121700-02-0270L_2,2,21,4.380530973,0.575,7,0.486725664,2.327702815,6,6,6,2,0,2,22.48672566,0.864874064,Blue Thumb
48201 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,3/8/2010,2010,3,Winter,Riffle,48201,OK121700-02-0270L_2,2,15,5.963157895,0.037234043,6,0.868421053,1.202534182,4,2,0,0,0,0,6.868421053,0.228947368,Blue Thumb
48357 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,8/31/2010,2010,8,Summer,Riffle,48357,OK121700-02-0270L_2,2,23,4.74796748,0.336206897,9,0.382113821,2.496071459,6,6,6,6,2,2,26.38211382,1.0,Blue Thumb
48396 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/25/2011,2011,1,Winter,Riffle,48396,OK121700-02-0270L_3,3,15,4.931818182,0.351648352,6,0.5,2.123233391,4,4,6,0,0,2,16.5,0.55,Blue Thumb
48825 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,8/24/2011,2011,8,Summer,Riffle,48825,OK121700-02-0270L_3,3,18,4.943089431,0.221238938,4,0.398373984,2.427314101,6,6,4,0,2,2,18.39837398,0.707629769,Blue Thumb
49547 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/24/2012,2012,1,Winter,Riffle,49547,OK121700-02-0270L_3,3,5,6.009615385,0.0,0,0.961538462,0.364497647,0,2,0,0,0,0,2.961538462,0.098717949,Blue Thumb
49764 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,9/5/2012,2012,9,Summer,Riffle,49764,OK121700-02-0270L_3,3,19,6.339130435,0.189189189,5,0.495652174,2.198845779,6,2,2,0,0,2,12.49565217,0.480602007,Blue Thumb
51474 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,2/19/2013,2013,2,Winter,Riffle,51474,OK121700-02-0270L_3,3,11,5.947826087,0.079646018,4,0.8,1.33290011,2,2,0,0,0,0,4.8,0.16,Blue Thumb
51648 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,7/9/2013,2013,7,Summer,Riffle,51648,OK121700-02-0270L_3,3,18,4.964285714,0.409090909,5,0.446428571,2.291136537,6,6,6,0,0,2,20.44642857,0.786401099,Blue Thumb
52817 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,1/28/2014,2014,1,Winter,Riffle,52817,OK121700-02-0270L_3,3,19,5.077586207,0.45631068,6,0.413793103,2.327811455,6,4,6,0,0,2,18.4137931,0.613793103,Blue Thumb
53639 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,5/22/2014,2014,5,Summer,Riffle,53639,OK121700-02-0270L_3,3,16,5.718518519,0.198198198,3,0.533333333,2.112776586,6,4,2,0,0,2,14.53333333,0.558974359,Blue Thumb
54200 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,8/6/2014,2014,8,Summer,Riffle,54200,OK121700-02-0270L_3,3,22,4.862608696,0.559633028,5,0.530434783,2.229680582,6,6,6,0,0,2,20.53043478,0.789632107,Blue Thumb
54868 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,2/4/2015,2015,2,Winter,Riffle,54868,OK121700-02-0270L_3,3,20,5.804310345,0.122807018,3,0.637931034,1.979579027,6,2,2,0,0,2,12.63793103,0.421264368,Blue Thumb
55045 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,2/4/2015,2015,2,Winter,Riffle,55045,OK121700-02-0270L_3,3,14,5.879032258,0.040650407,3,0.806451613,1.457355019,4,2,0,0,0,0,6.806451613,0.22688172,Blue Thumb
55812 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,8/15/2015,2015,8,Summer,Riffle,55812,OK121700-02-0270L_3,3,11,4.942675159,0.525547445,2,0.713375796,1.513533163,2,6,6,0,0,2,16.7133758,0.642822146,Blue Thumb
56571 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,2/2/2016,2016,2,Winter,Riffle,56571,OK121700-02-0270L_4,4,22,4.96952381,0.213592233,8,0.352380952,2.553705982,6,4,4,0,2,4,18.35238095,0.611746032,Blue Thumb
56738 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,8/10/2016,2016,8,Summer,Riffle,56738,OK121700-02-0270L_4,4,14,5.8125,0.015748031,2,0.652777778,1.611167643,4,4,0,0,0,2,10.65277778,0.409722222,Blue Thumb
57617 Riffle,Park Hill Branch Creek: Murrell Home,OK121700-02-0270L,OK121700020270_00,35.85468333,-94.957,Ozark Highlands,2/9/2017,2017,2,Winter,Riffle,57617,OK121700-02-0270L_4,4,11,6.033898305,0.0,0,0.822033898,1.17461775,2,2,0,0,0,0,4.822033898,0.160734463,Blue Thumb
55046 Riffle,"Park Hill Branch: N 4520 Road, Trailer Park",OK121700-02-0270M,OK121700020270_00,35.8547222,-94.9677777,Ozark Highlands,2/4/2015,2015,2,Winter,Riffle,55046,OK121700-02-0270M_3,3,19,6.841221374,0.071428571,4,0.664122137,1.937704013,6,2,0,0,0,2,10.66412214,0.355470738,Blue Thumb
52818 Riffle,Parkhill Branch: Parkhill Rd.,OK121700-02-0270N,OK121700020270_00,35.8548,-94.9676,Ozark Highlands,1/29/2014,2014,1,Winter,Riffle,52818,OK121700-02-0270N_3,3,14,6.566071429,0.205357143,5,0.651785714,1.763142387,4,2,4,0,0,2,12.65178571,0.42172619,Blue Thumb
54866 Riffle,Parkhill Branch: Parkhill Rd.,OK121700-02-0270N,OK121700020270_00,35.8548,-94.9676,Ozark Highlands,2/3/2015,2015,2,Winter,Riffle,54866,OK121700-02-0270N_3,3,23,6.958241758,0.211111111,4,0.340659341,2.705576817,6,2,4,0,2,4,16.34065934,0.544688645,Blue Thumb
55811 Riffle,Parkhill Branch: Parkhill Rd.,OK121700-02-0270N,OK121700020270_00,35.8548,-94.9676,Ozark Highlands,8/14/2015,2015,8,Summer,Riffle,55811,OK121700-02-0270N_3,3,15,4.646153846,0.743589744,5,0.646153846,1.739021187,4,6,6,0,0,2,18.64615385,0.717159763,Blue Thumb
58875 Riffle,Pecan Creek; S. Butler Rd.,OK121600-01-0080C,OK121600010080_00,35.90687,-95.06467,Ozark Highlands,3/10/2018,2018,3,Winter,Riffle,58875,OK121600-01-0080C_4,4,13,5.375892857,0.133928571,4,0.553571429,1.889075034,2,4,2,0,0,2,10.55357143,0.351785714,Blue Thumb
60651 Riffle,Pecan Creek; S. Butler Rd.,OK121600-01-0080C,OK121600010080_00,35.90687,-95.06467,Ozark Highlands,8/25/2018,2018,8,Summer,Riffle,60651,OK121600-01-0080C_4,4,11,6.7734375,0.0234375,1,0.6015625,1.716849253,2,2,0,0,0,2,6.6015625,0.25390625,Blue Thumb
61516 Riffle,Pecan Creek; S. Butler Rd.,OK121600-01-0080C,OK121600010080_00,35.90687,-95.06467,Ozark Highlands,3/11/2019,2019,3,Winter,Riffle,61516,OK121600-01-0080C_4,4,11,5.9,0.036363636,3,0.872727273,1.019672178,2,2,0,0,0,0,4.872727273,0.162424242,Blue Thumb
29906 Riffle,Penn Creek: Peh-Tse-Moie Park,OK121300-04-0290G,OK121300040290_00,36.4223055,-96.3947777,Cross Timbers,1/23/2004,2004,1,Winter,Riffle,29906,OK121300-04-0290G_1,1,17,6.356643357,0.144067797,5,0.587412587,1.99370492,6,4,2,4,0,2,18.58741259,0.714900484,Blue Thumb
44226 Riffle,Pennington Creek: Underwood,OK310800-01-0120R,OK310800010120_00,34.408611,-96.738889,Cross Timbers,7/24/2009,2009,7,Summer,Riffle,44226,OK310800-01-0120R_2,2,20,4.368932039,0.854166667,10,0.504854369,2.306639176,6,6,6,6,0,2,26.50485437,1.0,Blue Thumb
48175 Riffle,Pennington Creek: Underwood,OK310800-01-0120R,OK310800010120_00,34.408611,-96.738889,Cross Timbers,2/18/2010,2010,2,Winter,Riffle,48175,OK310800-01-0120R_2,2,10,5.577586207,0.344827586,6,0.637931034,1.614868549,2,6,6,6,0,2,22.63793103,0.870689655,Blue Thumb
48847 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,9/1/2011,2011,9,Summer,Riffle,48847,OK310800-01-0120E_3,3,8,6.606060606,0.007575758,1,0.878787879,1.066174301,2,4,0,0,0,0,6.878787879,0.264568765,Blue Thumb
49194 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,3/8/2012,2012,3,Winter,Riffle,49194,OK310800-01-0120E_3,3,9,6.294303797,0.022151899,2,0.800632911,1.101406285,2,6,0,0,0,0,8.800632911,0.338485881,Blue Thumb
49748 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,8/10/2012,2012,8,Summer,Riffle,49748,OK310800-01-0120E_3,3,9,7.219298246,0.08411215,3,0.877192982,0.787419595,2,4,0,0,0,0,6.877192982,0.264507422,Blue Thumb
50900 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,2/21/2013,2013,2,Winter,Riffle,50900,OK310800-01-0120E_3,3,10,5.5625,0.127516779,2,0.588541667,1.63840269,2,6,2,0,0,2,12.58854167,0.484174679,Blue Thumb
51543 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,7/19/2013,2013,7,Summer,Riffle,51543,OK310800-01-0120E_3,3,16,5.834586466,0.195652174,7,0.714285714,1.761817028,6,6,2,6,0,2,22.71428571,0.873626374,Blue Thumb
52812 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,1/16/2014,2014,1,Winter,Riffle,52812,OK310800-01-0120E_3,3,14,5.03125,0.13253012,2,0.5703125,1.811742126,6,6,2,0,0,2,16.5703125,0.637319712,Blue Thumb
54201 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,8/6/2014,2014,8,Summer,Riffle,54201,OK310800-01-0120E_3,3,13,6.178294574,0.163461538,4,0.689922481,1.621452493,4,6,2,0,0,2,14.68992248,0.564997018,Blue Thumb
54903 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,2/25/2015,2015,2,Winter,Riffle,54903,OK310800-01-0120E_3,3,9,6.215517241,0.141304348,2,0.75,1.423026144,2,6,2,0,0,0,10.75,0.413461538,Blue Thumb
55839 Riffle,Pennington Creek: Turnaround,OK310800-01-0120E,OK310800010120_00,34.22761,-96.68633,Cross Timbers,9/11/2015,2015,9,Summer,Riffle,55839,OK310800-01-0120E_3,3,14,6.611940299,0.066666667,5,0.641791045,1.756273514,4,4,0,2,0,2,12.64179104,0.486222732,Blue Thumb
48848 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,9/1/2011,2011,9,Summer,Riffle,48848,OK310800-01-0120C_3,3,12,7.338983051,0.008474576,1,0.711864407,1.455387635,4,4,0,0,0,0,8.711864407,0.335071708,Blue Thumb
49195 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,3/8/2012,2012,3,Winter,Riffle,49195,OK310800-01-0120C_3,3,11,7.190839695,0.0,0,0.610687023,1.588681855,4,4,0,0,0,2,10.61068702,0.408103347,Blue Thumb
49694 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,6/20/2012,2012,6,Summer,Riffle,49694,OK310800-01-0120C_3,3,14,6.042857143,0.023809524,2,0.471428571,2.063684804,4,6,0,0,0,2,12.47142857,0.47967033,Blue Thumb
51544 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,7/19/2013,2013,7,Summer,Riffle,51544,OK310800-01-0120C_3,3,23,5.612903226,0.088235294,4,0.362903226,2.471904363,6,6,0,0,2,2,14.36290323,0.552419355,Blue Thumb
52811 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,1/16/2014,2014,1,Winter,Riffle,52811,OK310800-01-0120C_3,3,19,5.873563218,0.0,0,0.66091954,1.8759494,6,6,0,0,0,2,14.66091954,0.563881521,Blue Thumb
54196 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,8/5/2014,2014,8,Summer,Riffle,54196,OK310800-01-0120C_3,3,16,5.4140625,0.049180328,4,0.4453125,2.12093063,6,6,0,0,0,2,14.4453125,0.555588942,Blue Thumb
54902 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,2/25/2015,2015,2,Winter,Riffle,54902,OK310800-01-0120C_3,3,17,5.786956522,0.053097345,2,0.686956522,1.689470227,6,6,0,0,0,2,14.68695652,0.564882943,Blue Thumb
55836 Woody,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.18814,-96.66741,Cross Timbers,9/10/2015,2015,9,Summer,Woody,55836,OK310800-01-0120C_3,3,17,7.027272727,0.130841121,7,0.709090909,1.61905646,6,4,2,6,0,2,20.70909091,0.796503497,Blue Thumb
55837 Woody,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.18814,-96.66741,Cross Timbers,9/10/2015,2015,9,Summer,Woody,55837,OK310800-01-0120C_3,3,13,7.202631579,0.25,5,0.807017544,1.34868254,6,4,4,2,0,0,16.80701754,0.646423752,Blue Thumb
58811 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,1/24/2018,2018,1,Winter,Riffle,58811,OK310800-01-0120C_4,4,10,6.612612613,0.009009009,1,0.693693694,1.532460012,2,4,0,0,0,2,8.693693694,0.334372834,Blue Thumb
60627 Riffle,Pennington Creek: West Road Trail,OK310800-01-0120C,OK310800010120_00,34.188141,-96.66741,Cross Timbers,7/10/2018,2018,7,Summer,Riffle,60627,OK310800-01-0120C_4,4,22,5.53880597,0.239669421,9,0.328358209,2.609038358,6,6,4,6,2,4,26.32835821,1.0,Blue Thumb
22356 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,1/23/2001,2001,1,Winter,Riffle,22356,OK120420-02-0050G_1,1,11,6.105691057,0.211538462,2,0.447154472,1.962938394,4,6,4,0,0,2,16.44715447,0.632582864,Blue Thumb
23860 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,7/24/2001,2001,7,Summer,Riffle,23860,OK120420-02-0050G_1,1,8,4.946428571,0.340425532,4,0.776785714,1.33493394,2,6,6,0,0,0,14.77678571,0.568337912,Blue Thumb
26325 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,1/25/2002,2002,1,Winter,Riffle,26325,OK120420-02-0050G_1,1,14,5.099173554,0.14,2,0.719008264,1.524379214,6,6,2,0,0,2,16.71900826,0.643038779,Blue Thumb
26359 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,7/22/2002,2002,7,Summer,Riffle,26359,OK120420-02-0050G_1,1,8,5.18699187,0.254545455,2,0.829268293,1.249384299,2,6,4,0,0,0,12.82926829,0.493433396,Blue Thumb
28831 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,2/5/2003,2003,2,Winter,Riffle,28831,OK120420-02-0050G_1,1,13,5.338709677,0.049180328,1,0.60483871,1.758009071,4,6,0,0,0,2,12.60483871,0.484801489,Blue Thumb
29069 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,7/2/2003,2003,7,Summer,Riffle,29069,OK120420-02-0050G_1,1,13,5.88034188,0.076923077,2,0.632478632,1.775479742,4,6,0,0,0,2,12.63247863,0.485864563,Blue Thumb
29935 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,2/23/2004,2004,2,Winter,Riffle,29935,OK120420-02-0050G_1,1,15,5.455284553,0.211267606,4,0.569105691,1.989780544,6,6,4,0,0,2,18.56910569,0.714196373,Blue Thumb
33368 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,7/13/2005,2005,7,Summer,Riffle,33368,OK120420-02-0050G_1,1,15,5.361904762,0.18,5,0.714285714,1.70027606,6,6,2,2,0,2,18.71428571,0.71978022,Blue Thumb
35146 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,2/6/2006,2006,2,Winter,Riffle,35146,OK120420-02-0050G_2,2,10,5.935779817,0.083333333,2,0.623853211,1.732661874,2,6,0,0,0,2,10.62385321,0.408609739,Blue Thumb
35746 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,7/5/2006,2006,7,Summer,Riffle,35746,OK120420-02-0050G_2,2,12,5.492063492,0.092592593,3,0.76984127,1.314739171,4,6,0,0,0,0,10.76984127,0.414224664,Blue Thumb
36658 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,1/9/2007,2007,1,Winter,Riffle,36658,OK120420-02-0050G_2,2,14,6.754098361,0.04787234,2,0.745901639,1.572610045,6,4,0,0,0,2,12.74590164,0.490226986,Blue Thumb
38185 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,8/22/2007,2007,8,Summer,Riffle,38185,OK120420-02-0050G_2,2,15,6.163120567,0.13,8,0.765957447,1.532673226,6,6,2,6,0,2,22.76595745,0.875613748,Blue Thumb
39319 Riffle,Polecat Creek: 33rd West,OK120420-02-0050G,OK120420020050_00,36.0151,-96.0297,Cross Timbers,3/11/2008,2008,3,Winter,Riffle,39319,OK120420-02-0050G_2,2,14,5.858333333,0.0375,2,0.45,2.15113558,6,6,0,0,0,2,14.45,0.555769231,Blue Thumb
