Task,SiteName,WBID,IR_WBID,Latitude,Longitude,COMID,Date,Year,Cycle,PCID,County,Basin,RiverBasin,HUC_8,HUC_12,L4_Ecoregion,L3_Ecoregion,Mod_Ecoregion,StreamOrder,Watershed_Area,F.WP,WQ.Score,WQ.Grade,Bug.Score,Bug.Grade,Fish.Score,Fish.Grade,Habitat.Score,Habitat.Grade,Overall.Score,Letter.Grade
Blue Thumb,Little Sandy Creek:  Hwy 99,OK520600-03-0020C,OK520600030020_00,34.84261,-96.686,6029368,1/26/2005,2005,1,OK520600-03-0020C_1,Pontotoc,Arkansas-Canadian,Canadian R.,11090202,1.10902E+11,Western Cross Timbers,Cross Timbers,Arkansas Valley,3,44.8956,WWAC,NA,,0.2583922,F,NA,,NA,,0.2583922,F
Blue Thumb,Little Stillwater Creek:  Hwy 51 (Diamond Valley Church),OK620900-04-0050M,OK620900040050_00,36.11693,-96.94492,493564,6/30/2009,2009,2,OK620900-04-0050M_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,37.1394,WWAC,NA,,0.986296978,A,1.027703307,A,0.935462154,A,0.983154146,A
Blue Thumb,Little Wewoka Creek,OK520500-02-0090D,OK520500020090_00,35.2318,-96.2957,418307,1/21/2004,2003,1,OK520500-02-0090D_1,Hughes,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,164.0142,WWAC,0.75,C,0.839052525,B,0.5714286,F,0.483209095,F,0.660922555,D
Blue Thumb,Little Wewoka Creek,OK520500-02-0090D,OK520500020090_00,35.2318,-96.2957,418307,10/13/2014,2013,3,OK520500-02-0090D_3,Hughes,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,164.0142,WWAC,0.8125,B,0.866272833,B,0.835164835,B,0.866196172,B,0.84503346,B
Blue Thumb,Little Wewoka Creek,OK520500-02-0090D,OK520500020090_00,35.2318,-96.2957,418307,1/21/2020,2018,4,OK520500-02-0090D_4,Hughes,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,164.0142,WWAC,0.75,C,0.87713178,B,0.923076906,A,0.838489527,B,0.847174553,B
Blue Thumb,Little Wewoka Creek,OK520500-02-0090D,OK520500020090_00,35.2318,-96.2957,418307,1/11/2010,2008,2,OK520500-02-0090D_2,Hughes,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,164.0142,WWAC,0.875,B,0.9637229,A,1.010989011,A,0.722983762,C,0.893173918,B
Blue Thumb,Long Creek:  Chapple Farm,OK620920-02-0080T,OK620920020080_00,36.56994444,-99.18677778,21045388,1/16/2003,2003,1,OK620920-02-0080T_1,Woodward,Cimarron-Upper Arkansas,Cimarron R.,11050001,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,12.0834,WWAC,NA,,0.803325863,B,NA,,NA,,0.803325863,B
Blue Thumb,Lost Creek,OK121600-03-0560D,OK121600030560_00,36.80327778,-94.71455556,7583433,9/19/2001,2001,1,OK121600-03-0560D_1,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,239.6745,CWAC,NA,,0.741985022,C,1.020723786,A,NA,,0.881354404,B
Blue Thumb,Lost Creek,OK121600-03-0560D,OK121600030560_00,36.80327778,-94.71455556,7583433,2/1/2006,2006,2,OK121600-03-0560D_2,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,239.6745,CWAC,NA,,0.721914851,C,NA,,NA,,0.721914851,C
Blue Thumb,Lost Creek:  Woody,OK620900-03-0090C,OK620900030090_00,35.97655,-97.00729,494820,6/15/2009,2009,2,OK620900-03-0090C_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,46.008,WWAC,NA,,1.022905549,A,0.967032967,A,0.845670112,B,0.945202876,A
Blue Thumb,Lost Creek:  Woody,OK620900-03-0090C,OK620900030090_00,35.97655,-97.00729,494820,2/17/2011,2011,3,OK620900-03-0090C_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,46.008,WWAC,NA,,0.914243964,A,NA,,NA,,0.914243964,A
Blue Thumb,Lukfata Creek,OK410210-07-0010Z,OK410210070010_00,34.134602,-94.809665,616486,8/12/2017,2017,NA,NA,McCurtain,NA,Little R.,11140107,NA,Central Mountain Ranges,Ouachita Mountains,NA,2,36.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Medicine Creek:  Apache (Stayer),OK311300-04-0060G,OK311300040060_00,34.7778055,-98.6106388,673264,8/16/2014,2014,3,OK311300-04-0060G_3,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Wichita Mountains,3,112.2642,WWAC,NA,,0.842323645,B,0.730769231,C,1,A,0.857697625,B
Blue Thumb,Medicine Creek:  Apache (Stayer),OK311300-04-0060G,OK311300040060_00,34.7778055,-98.6106388,673264,8/7/2007,2007,2,OK311300-04-0060G_2,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Wichita Mountains,3,112.2642,WWAC,NA,,0.982762849,A,0.9615385,A,0.939068,A,0.961123116,A
Blue Thumb,Medicine Creek:  Apache (Stayer),OK311300-04-0060G,OK311300040060_00,34.7778055,-98.6106388,673264,7/23/2003,2003,1,OK311300-04-0060G_1,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Wichita Mountains,3,112.2642,WWAC,NA,,0.86526646,B,NA,,NA,,0.86526646,B
Blue Thumb,Medicine Creek:  Ft. Sill Ambrosia Springs Park,OK311300-04-0010F,OK311300040010_00,34.67339,-98.38594,673360,7/13/2009,2009,2,OK311300-04-0010F_2,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,351.3447,WWAC,NA,,1.034651414,A,NA,,NA,,1.034651414,A
Blue Thumb,Merkle Creek:  Brooks Street,OK520610-01-0200G,OK520610010200_00,35.2075,-97.47969,6026188,6/28/2012,2012,3,OK520610-01-0200G_3,Cleveland,U Canadian,Canadian R.,11090202,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,22.2966,WWAC,NA,,0.60766414,D,0.4915103,F,0.958950799,A,0.686041746,D
Blue Thumb,Merkle Creek:  Brooks Street,OK520610-01-0200G,OK520610010200_00,35.2075,-97.47969,6026188,2/5/2016,2016,4,OK520610-01-0200G_4,Cleveland,U Canadian,Canadian R.,11090202,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,22.2966,WWAC,NA,,0.658664003,D,NA,,NA,,0.658664003,D
Blue Thumb,Merkle Creek:  Brooks Street,OK520610-01-0200G,OK520610010200_00,35.2075,-97.47969,6026188,7/17/2006,2006,2,OK520610-01-0200G_2,Cleveland,U Canadian,Canadian R.,11090202,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,22.2966,WWAC,NA,,0.277468596,F,NA,,NA,,0.277468596,F
Blue Thumb,Middle Creek: Buzzard Roost Ranch,OK220600-01-0190M,OK220600010190_00,35.17027,-96.05408,513841,7/2/2018,2018,4,OK220600-01-0190M_4,Hughes,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,54.7515,WWAC,NA,,0.646369852,D,0.4814815,F,0.939079811,A,0.688977054,D
Blue Thumb,Middle Creek: Buzzard Roost Ranch,OK220600-01-0190M,OK220600010190_00,35.17027,-96.05408,513841,7/25/2013,2013,3,OK220600-01-0190M_3,Hughes,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,54.7515,WWAC,NA,,0.561390194,F,0.62962963,D,0.916719255,A,0.702579693,C
Blue Thumb,Mill Creek:  McClure Park,OK121300-01-0050G,OK121300010050_00,36.14972222,-95.891,847350,7/23/2007,2007,2,OK121300-01-0050G_2,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,12.5046,WWAC,NA,,0.419194013,F,0.3846154,F,0.562140967,F,0.455316793,F
Blue Thumb,Mill Creek:  McClure Park,OK121300-01-0050G,OK121300010050_00,36.14972222,-95.891,847350,2/1/2012,2012,3,OK121300-01-0050G_3,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,12.5046,WWAC,NA,,0.444037661,F,NA,,NA,,0.444037661,F
Blue Thumb,Mill Creek:  McClure Park,OK121300-01-0050G,OK121300010050_00,36.14972222,-95.891,847350,8/19/2002,2002,1,OK121300-01-0050G_1,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,12.5046,WWAC,NA,,0.285205093,F,0.2991453,F,NA,,0.292175197,F
Blue Thumb,Mill Creek:  North Daube Ranch Road,OK310800-01-0190R,OK310800010190_00,34.38125,-96.839361,430064,9/11/2018,2018,4,OK310800-01-0190R_4,Johnston,Washita-Red,Washita R.,11130304,1.11303E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,171.7083,WWAC,NA,,1.039583,A,NA,,NA,,1.04,A
Blue Thumb,Mill Creek:  North Daube Ranch Road,OK310800-01-0190R,OK310800010190_00,34.38125,-96.839361,430064,7/21/2010,2010,2,OK310800-01-0190R_2,Johnston,Washita-Red,Washita R.,11130304,1.11303E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,171.7083,WWAC,NA,,1.009055067,A,1.186813,A,1,A,1.065289356,A
Blue Thumb,Mill Creek:  Prater,OK410400-04-0090E,OK410400040090_00,34.621944,-96.593889,6066954,7/24/2009,2009,2,OK410400-04-0090E_2,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,33.2856,WWAC,NA,,1.032408,A,NA,,NA,,1.032408,A
Blue Thumb,Mill Creek:  Prater,OK410400-04-0090D,OK410400040090_00,34.6208,-96.59322,6066954,2/18/2010,2010,2,OK410400-04-0090D_2,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,33.2856,WWAC,NA,,1.026517,A,NA,,NA,,1.026517,A
Blue Thumb,Mill Creek: E1660 Rd,OK410400-04-0090P,OK410400040090_00,34.6067,-96.6435,6067086,9/12/2019,2019,4,OK410400-04-0090P_4,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,10.2177,WWAC,NA,,0.6444502,D,NA,,NA,,0.6444502,D
Blue Thumb,Mingo Creek:  46th Street North,OK121300-01-0030C,OK121300010030_00,36.2203333,-95.8577777,847336,8/25/2004,2004,1,OK121300-01-0030C_1,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,157.8096,WWAC,NA,,0.568629076,F,0.726495726,C,0.943681812,A,0.746268871,C
Blue Thumb,Mingo Creek:  46th Street North,OK121300-01-0030C,OK121300010030_00,36.2203333,-95.8577777,847336,8/17/2007,2007,2,OK121300-01-0030C_2,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,157.8096,WWAC,NA,,0.652069121,D,0.982905983,A,1,A,0.878325035,B
Blue Thumb,Mingo Creek:  46th Street North,OK121300-01-0030C,OK121300010030_00,36.22033,-95.85778,847336,8/24/2016,2016,4,OK121300-01-0030C_4,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,157.8096,WWAC,NA,,0.758794633,C,0.982906,A,1,A,0.913900211,A
Blue Thumb,Mingo Creek:  46th Street North,OK121300-01-0030C,OK121300010030_00,36.2203333,-95.8577777,847336,1/18/2011,2011,3,OK121300-01-0030C_3,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,157.8096,WWAC,NA,,0.669916659,D,NA,,NA,,0.669916659,D
Blue Thumb,Minnehaha Creek:  Canton,OK520530-00-0190C,OK520530000190_00,36.05155,-98.5857,389910,6/26/2009,2009,2,OK520530-00-0190C_2,Blaine,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,57.5361,WWAC,NA,,0.65413618,D,0.402144772,F,0.710023507,C,0.588768153,F
Blue Thumb,Minnehaha Creek:  Canton,OK520530-00-0190C,OK520530000190_00,36.05155,-98.5857,389910,3/4/2011,2011,3,OK520530-00-0190C_3,Blaine,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,57.5361,WWAC,NA,,0.835840294,B,NA,,NA,,0.835840294,B
Blue Thumb,Minnehaha Creek:  Mason Hall,OK520530-00-0190G,OK520530000190_00,36.04267,-98.60695,389910,2/7/2007,2007,2,OK520530-00-0190G_2,Blaine,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,57.5361,WWAC,NA,,0.830073662,B,NA,,NA,,0.830073662,B
Blue Thumb,Mooser Creek Trib: Riverfield School,OK120420-01-0075J,OK120420010075_00,36.0792,-96.0184,368799,9/10/2019,2019,4,OK120420-01-0075J_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,4.4928,WWAC,NA,,0.489888267,F,NA,,NA,,0.489888267,F
Blue Thumb,Mooser Creek:  Elwood,OK120420-01-0070A,OK120420010010_00,36.0875,-95.993,368129,3/13/2013,2013,3,OK120420-01-0070A_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,8,217749.8,WWAC,NA,,0.500384201,F,NA,,NA,,0.500384201,F
Blue Thumb,Mooser Creek:  Pepsi,OK120420-01-0070B,OK120420010070_00,36.08558333,-95.999,368161,6/15/2006,2006,2,OK120420-01-0070B_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,2,13.0302,WWAC,NA,,0.768618495,C,0.615384615,D,0.784005238,C,0.722669449,C
Blue Thumb,Mooser Creek:  Pepsi,OK120420-01-0070B,OK120420010070_00,36.08558333,-95.999,368161,6/15/2006,2010,2,OK120420-01-0070B_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,2,13.0302,WWAC,NA,,0.768618495,C,0.615384615,D,0.784005238,C,0.722669449,C
Blue Thumb,Mooser Creek:  Pepsi,OK120420-01-0070B,OK120420010070_00,36.08558,-95.999,368161,6/29/2015,2015,3,OK120420-01-0070B_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,2,13.0302,WWAC,NA,,0.731852367,C,0.6593407,D,0.996490591,A,0.795894553,B
Blue Thumb,Mooser Creek:  Pepsi,OK120420-01-0070B,OK120420010070_00,36.08558333,-95.999,368161,8/6/2003,2003,1,OK120420-01-0070B_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,2,13.0302,WWAC,NA,,0.684338505,D,0.747252747,C,NA,,0.715795626,C
Blue Thumb,Mooser Creek:  Pepsi,OK120420-01-0070B,OK120420010070_00,36.08558,-95.999,368161,7/8/2020,2020,4,OK120420-01-0070B_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,2,13.0302,WWAC,NA,,0.72602986,C,0.8351648,B,0.934910606,A,0.832035089,B
Blue Thumb,Mooser Creek:  South Haven,OK120420-01-0070P,OK120420010070_00,36.0809,-96.0377,368769,8/4/2003,2003,1,OK120420-01-0070P_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,4.8762,WWAC,NA,,0.457505325,F,0.5714286,F,NA,,0.514466963,F
Blue Thumb,Morris Creek: Gillham,OK220100-01-0170F,OK220100010170_00,34.952414,-94.618087,6044482,8/2/2018,2018,4,OK220100-01-0170F_4,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,43.1262,WWAC,NA,,0.907508082,A,1,A,1,A,0.969169361,A
Blue Thumb,Mountain Creek:  D 4655 (Kennedy Bridge),OK220100-01-0190K,OK220100010190_00,35.00553,-94.74896,6056052,8/9/2011,2011,3,OK220100-01-0190K_3,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,78.8931,WWAC,NA,,NA,,0.703703704,C,0.811948365,B,0.757826035,C
Blue Thumb,Mountain Creek:  D 4655 (Kennedy Bridge),OK220100-01-0190K,OK220100010190_00,35.00553,-94.74896,6056052,1/27/2010,2010,2,OK220100-01-0190K_2,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,78.8931,WWAC,NA,,0.709912978,C,NA,,NA,,0.709912978,C
Blue Thumb,Mountain Creek:  E 1400 Road (Shiloh Crossing),OK220100-01-0190G,OK220100010190_00,34.98558,-94.74335,6047532,8/10/2011,2011,3,OK220100-01-0190G_3,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,81.3042,WWAC,NA,,0.779657764,C,0.62962963,D,0.70219372,C,0.703827038,C
Blue Thumb,Mountain Creek:  E 1400 Road (Shiloh Crossing),OK220100-01-0190G,OK220100010190_00,34.98558,-94.74335,6047532,1/27/2010,2010,2,OK220100-01-0190G_2,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,81.3042,WWAC,NA,,0.83449339,B,NA,,NA,,0.83449339,B
Blue Thumb,Mountain Fork: Goat's Head,OK410210-06-0010R,OK410210060010_10,34.4683,-94.53508,629815,11/11/2011,2011,NA,NA,McCurtain,NA,Little R.,11140108,NA,Athens Plateau,Ouachita Mountains,NA,5,685.2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Mud Creek:  E 2170 Road,OK410200-01-0210E,OK410200010210_00,33.8665666,-94.72015,618890,2/10/2012,2012,3,OK410200-01-0210E_3,McCurtain,L Red,Little R.,11140107,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,3,57.3777,WWAC,NA,,0.582575726,F,NA,,NA,,0.582575726,F
Blue Thumb,Mud Creek:  E 2170 Road,OK410200-01-0210E,OK410200010210_00,33.8665666,-94.72015,618890,6/28/2011,2011,2,OK410200-01-0210E_2,McCurtain,L Red,Little R.,11140107,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,3,57.3777,WWAC,NA,,0.61311655,D,1,A,1,A,0.87103885,B
Blue Thumb,Mud Creek:  E 2170 Road,OK410200-01-0210E,OK410200010210_00,33.8665666,-94.72015,618890,9/1/2005,2005,1,OK410200-01-0210E_1,McCurtain,L Red,Little R.,11140107,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,3,57.3777,WWAC,NA,,0.53520313,F,1.24,A,0.896536438,A,0.890579856,B
Blue Thumb,Mud Creek:  E 2170 Road,OK410200-01-0210E,OK410200010210_00,33.8665666,-94.72015,618890,8/29/2017,2017,4,OK410200-01-0210E_4,McCurtain,L Red,Little R.,11140107,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,3,57.3777,WWAC,NA,,0.752411862,C,NA,,NA,,0.752411862,C
Blue Thumb,Mustang Creek:  Morgan Road,OK520520-00-0240G,OK520520000240_00,35.43913889,-97.68863889,393370,7/17/2009,2009,2,OK520520-00-0240G_2,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,81.5733,WWAC,NA,,0.675831093,D,0.670241287,D,1,A,0.782024127,C
Blue Thumb,Mustang Creek:  Morgan Road,OK520520-00-0240G,OK520520000240_00,35.43914,-97.68864,393370,7/9/2019,2019,4,OK520520-00-0240G_4,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,81.5733,WWAC,NA,,0.779247079,C,0.8489723,B,0.826692242,B,0.818303874,B
Blue Thumb,Mustang Creek:  Morgan Road,OK520520-00-0240G,OK520520000240_00,35.43913889,-97.68863889,393370,6/20/2005,2005,1,OK520520-00-0240G_1,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,81.5733,WWAC,NA,,0.558272808,F,0.938337802,A,0.916381533,A,0.804330714,B
Blue Thumb,Mustang Creek:  Morgan Road,OK520520-00-0240G,OK520520000240_00,35.43913889,-97.68863889,393370,1/31/2011,2011,3,OK520520-00-0240G_3,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,81.5733,WWAC,NA,,0.840618608,B,NA,,NA,,0.840618608,B
Blue Thumb,Nickel Creek:  91st Street,OK120420-02-0040G,OK120420020040_00,36.0319,-96.0284,368845,6/14/2006,2006,2,OK120420-02-0040G_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,30.0996,WWAC,NA,,0.736370014,C,0.96703295,A,0.927024192,A,0.876809052,B
Blue Thumb,Nickel Creek:  91st Street,OK120420-02-0040G,OK120420020040_00,36.0319,-96.0284,368845,6/14/2006,2010,2,OK120420-02-0040G_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,30.0996,WWAC,NA,,0.736370014,C,0.96703295,A,0.927024192,A,0.876809052,B
Blue Thumb,Nickel Creek:  91st Street,OK120420-02-0040G,OK120420020040_00,36.0319,-96.0284,368845,8/17/2015,2015,3,OK120420-02-0040G_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,30.0996,WWAC,NA,,0.604215567,D,1.010989,A,1,A,0.871734856,B
Blue Thumb,Nickel Creek:  91st Street,OK120420-02-0040G,OK120420020040_00,36.0319,-96.0284,368845,1/9/2001,2001,1,OK120420-02-0040G_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,30.0996,WWAC,NA,,0.723773411,C,NA,,NA,,0.723773411,C
Blue Thumb,Nickel Creek:  91st Street,OK120420-02-0040G,OK120420020040_00,36.0319,-96.0284,368845,1/26/2016,2016,4,OK120420-02-0040G_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,30.0996,WWAC,NA,,0.69788055,C,NA,,NA,,0.69788055,C
Blue Thumb,"North Canadian River:  Lake Road, Shawnee",OK520510-00-0110G,OK520510000110_20,35.333,-96.95986,417965,2/12/2001,2001,1,OK520510-00-0110G_1,Pottawatomie,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,35869.29,WWAC,NA,,0.615186467,D,NA,,NA,,0.615186467,D
Blue Thumb,North Fork Creek: Estates Park Bridge,OK520810-00-0170R,OK520810000170_00,35.333024,-97.459137,481868,6/27/2012,2012,3,OK520810-00-0170R_3,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,10.3059,WWAC,NA,,0.61047513,D,0.848972297,B,0.607674886,D,0.689040771,D
Blue Thumb,North Fork of Little River: SE 34th St.,OK520810-00-0170J,OK520810000170_00,35.305315,-97.445216,481880,3/14/2018,2018,4,OK520810-00-0170J_4,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,34.7247,WWAC,NA,,1.108842727,A,NA,,NA,,1.108842727,A
Blue Thumb,North Stillwater Creek: CR150,OK620900-04-0230J,OK620900040240_00,36.20931,-97.2119,492584,12/14/2012,2012,NA,NA,Noble,NA,Cimarron R.,11050003,NA,Northern Cross Timbers,Cross Timbers,NA,3,25.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Northeast Creek: Metro Tech,OK520710-02-0110P,OK520710020110_00,35.511583,-97.478173,533277,7/9/2018,2018,4,OK520710-02-0110P_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,4.3848,WWAC,NA,,0.348283244,F,0.4835165,F,0.945747503,A,0.592515749,F
Blue Thumb,Okmulgee Creek:  20th Street,OK520700-01-0290K,OK520700010290_00,35.6099166,-95.9716944,534237,1/15/2004,2004,1,OK520700-01-0290K_1,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,59.1516,WWAC,NA,,0.4680026,F,NA,,NA,,0.4680026,F
Blue Thumb,Okmulgee Creek:  Creek Complex,OK520700-01-0290P,OK520700010290_00,35.6405,-95.95997222,534237,9/9/2020,2020,NA,NA,Okmulgee,NA,Canadian R.,11100303,NA,Osage Cuestas,Central Irregular Plains,NA,3,59.1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Okmulgee Creek:  Deep Fork Confluence,OK520700-01-0290C,OK520700010290_00,35.5865833,-95.9855833,534237,12/2/2003,2003,NA,NA,Okmulgee,NA,Canadian R.,11100303,NA,Northern Cross Timbers,Cross Timbers,NA,3,59.1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Okmulgee Creek: 13th St.,OK520700-01-0290L,OK520700010290_00,35.615401,-95.969334,534237,3/12/2021,2021,5,OK520700-01-0290L_5,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,59.1516,WWAC,NA,,NA,,NA,,0.90969681,A,0.90969681,A
Blue Thumb,Okmulgee Creek: 13th St.,OK520700-01-0290L,OK520700010290_00,35.615401,-95.969334,534237,1/26/2019,2019,4,OK520700-01-0290L_4,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,59.1516,WWAC,NA,,0.60473824,D,NA,,NA,,0.60473824,D
