SiteName,WBID,County,Date,Time,Latitude,Longitude,Water.Temp,DO.Final.1,DO.Saturation,pH.Final.1,Nitrate.Final.1,Nitrite.Final.1,Ammonia.Final.1,OP.Final.1,Chloride.Final.1,Ecoli,Task,RiverBasin,HUC_8
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,6/7/2009,.,36.14972222,-95.891,23,10,120,7.7,1.5,0.1,0.1,0.02,55,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,10/2/2010,.,36.14972222,-95.891,18,12,126,8,1,1,0.6,0.12,40,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,11/6/2010,.,36.14972222,-95.891,14,12,114,8,.,.,0.1,0.053333333,40,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,1/6/2011,.,36.14972222,-95.891,7,11,89,8,.,.,0.2,0.013333333,40,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,2/19/2011,.,36.14972222,-95.891,4,11,80,8,.,.,0.2,0.013333333,35,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,3/20/2011,.,36.14972222,-95.891,14,11,105,7.5,1,1,.,.,.,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: McClure Park,OK121300-01-0050G,Tulsa,4/20/2011,.,36.14972222,-95.891,13,11,104,8,.,.,0.1,0.033333333,55,.,Blue Thumb,Arkansas R.,11070107
Mill Creek: Prater,OK410400-04-0090D,Pontotoc,3/21/2009,4:20 PM,34.6208,-96.59322,16,12,121,7.7,1,0.15,0.1,0.007,20,.,Blue Thumb,Lower Red R.,11140104
Mill Creek: Prater,OK410400-04-0090D,Pontotoc,4/18/2009,4:30 PM,34.6208,-96.59322,18,11,115,7.6,1,0.08,0.2,0.02,50,.,Blue Thumb,Lower Red R.,11140104
Mill Creek: E1660 Rd,OK410400-04-0090P,Pontotoc,4/21/2019,6:20 PM,34.6067,-96.6435,19,9,98,5,0,0,0,0.02,10,.,Blue Thumb,Lower Red R.,11140104
Mill Creek: E1660 Rd,OK410400-04-0090P,Pontotoc,8/25/2019,6:45 PM,34.6067,-96.6435,21,10,112,8,2,0,0,0.033,10,.,Blue Thumb,Lower Red R.,11140104
Mill Creek: E1660 Rd,OK410400-04-0090P,Pontotoc,9/11/2019,7:45 PM,34.6067,-96.6435,21,8,92,8,2,0,0,0,10,.,Blue Thumb,Lower Red R.,11140104
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/30/2005,.,36.2203333,-95.8577777,9,10,86,7.5,0.08,.,0,0.007,50,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/25/2005,.,36.2203333,-95.8577777,10,7,64,7,0.12,.,0,0.047,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/31/2005,.,36.2203333,-95.8577777,13,3,29,7.9,0,.,0,0,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/29/2005,.,36.2203333,-95.8577777,17,7,75,7.5,0.09,.,0,.,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,5/27/2005,.,36.2203333,-95.8577777,22,6,75,7.5,0.08,.,0,0.007,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/23/2005,.,36.2203333,-95.8577777,28,6,80,7.5,0.06,.,0,0.007,50,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,7/29/2005,.,36.2203333,-95.8577777,25,7,87,7.5,0,.,0,0.007,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/26/2005,.,36.2203333,-95.8577777,29,5,70,7.5,0,0,0,0.013,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/29/2005,.,36.2203333,-95.8577777,20,6,75,7,0,.,0,0.013,23,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/28/2005,.,36.2203333,-95.8577777,11,10,83,7.5,0,0,0,0.007,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/30/2005,.,36.2203333,-95.8577777,4,10,76,7,0,.,0,0.02,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/27/2006,.,36.2203333,-95.8577777,6,9,73,8,1,0,0,0,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/24/2006,.,36.2203333,-95.8577777,5,12,91,7,2,0.3,0.4,0.007,443,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/31/2006,.,36.2203333,-95.8577777,16,7,74,8,0.5,0.08,0.1,0.007,100,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/27/2006,.,36.2203333,-95.8577777,13,6,60,7.5,0.5,0.08,0.1,0.007,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,7/27/2006,.,36.2203333,-95.8577777,29,6,83,7.5,0.5,0.08,0.1,0.02,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/29/2006,.,36.2203333,-95.8577777,25,5,64,7.5,0.5,.,0.1,0.033,20,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/30/2006,.,36.2203333,-95.8577777,15,9,91,7.5,0.5,0.08,0.1,0.033,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/27/2006,.,36.2203333,-95.8577777,13,9,90,7.5,0.5,0.08,0.1,0.04,10,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/21/2006,.,36.2203333,-95.8577777,9,9,79,7.5,1,0.08,0.1,0.047,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/25/2007,10:00 AM,36.2203333,-95.8577777,4,12,89,7.8,0.5,0.08,0.1,0.053,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/22/2007,8:55 AM,36.2203333,-95.8577777,10,12,105,8,0.5,.,0.1,0.06,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/21/2007,11:21 AM,36.2203333,-95.8577777,17,7,74,7.5,0.5,0.08,0.1,0.06,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/26/2007,8:45 AM,36.2203333,-95.8577777,18,8,85,7.5,0.5,0.08,0.1,0.007,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,5/29/2007,3:27 PM,36.2203333,-95.8577777,23,7,84,7.5,0.5,0.08,0.1,0.067,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/26/2007,11:31 AM,36.2203333,-95.8577777,22,5,60,7.5,0.5,0.08,0.1,0.04,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,7/11/2007,10:00 AM,36.2203333,-95.8577777,22,8,95,7.5,0.5,0.08,0.1,0.067,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/24/2007,8:15 AM,36.2203333,-95.8577777,25,7,90,7.5,0.5,0.08,0.1,0.053,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/18/2007,9:40 AM,36.2203333,-95.8577777,20,9,100,7.4,0.5,0.08,0.1,0.053,20,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/28/2007,8:55 AM,36.2203333,-95.8577777,10,8,72,7.5,0.5,.,0.1,0.04,20,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/21/2007,10:15 AM,36.2203333,-95.8577777,6,9,72,7.5,0.5,.,0.1,0.053,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/24/2008,9:06 AM,36.2203333,-95.8577777,2,10,70,8,0.5,0.08,0.1,0.047,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/19/2008,1:50 PM,36.2203333,-95.8577777,10,11,96,8,0.5,0.08,0.1,0.06,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/25/2008,2:44 PM,36.2203333,-95.8577777,11,12,107,7.75,0.5,0.08,0.1,0.067,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/29/2008,8:23 AM,36.2203333,-95.8577777,15,10,101,7.75,0.5,0.08,0.1,0.067,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,5/23/2008,8:30 AM,36.2203333,-95.8577777,19,6,70,7.9,0.5,0.08,0.1,0.047,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/30/2008,10:30 AM,36.2203333,-95.8577777,12,9,85,7.5,0.5,0.08,0.1,0.007,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/18/2008,9:45 AM,36.2203333,-95.8577777,6,11,86,8,0.5,0.08,0.1,0.007,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/23/2009,10:30 AM,36.2203333,-95.8577777,4,12,90,8,0.5,0.08,0.1,0.007,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/2/2009,11:15 AM,36.2203333,-95.8577777,15,9,92,7.8,0.5,0.08,0.1,0.013,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/28/2010,.,36.2203333,-95.8577777,6,14,106,8,.,.,0.1,0.006666667,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/10/2010,.,36.2203333,-95.8577777,12,7,65,8,.,.,0.1,0.007,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/20/2012,.,36.2203333,-95.8577777,23,4,48,7.5,.,.,0.1,0.013333333,20,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/28/2013,.,36.2203333,-95.8577777,11,15,131,8,1,.,0.1,0.053333333,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,5/22/2013,.,36.2203333,-95.8577777,20,9,100,8,.,1,0.1,0.033333333,10,30000,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/5/2013,.,36.2203333,-95.8577777,13,10,95,8,1,.,0.1,0.053333333,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/21/2015,10:30 AM,36.2203333,-95.8577777,7,8,66,7.75,0,0,0.2,0,60,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,5/27/2015,10:00 AM,36.2203333,-95.8577777,20,8,90,7.5,0,0,0,0.026,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/25/2015,8:30 AM,36.2203333,-95.8577777,27,6,76,8,0,0,0,0,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,7/29/2015,8:30 AM,36.2203333,-95.8577777,30,7,95,7.5,0,0,0,0.033,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/18/2015,12:30 PM,36.2203333,-95.8577777,25,7,86,7.5,0,0,0,0,55,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/28/2015,2:30 PM,36.2203333,-95.8577777,23,11,130,8,0,0,0,0.007,55,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/27/2015,10:00 AM,36.2203333,-95.8577777,16,7,71,7.5,0,0,0,0.007,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/24/2015,2:00 PM,36.2203333,-95.8577777,10,10,88,8,0,0,0,0.007,55,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/15/2015,2:00 PM,36.2203333,-95.8577777,10,10,88,8,0,0,0,0,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/26/2016,11:00 AM,36.2203333,-95.8577777,4,12,88,8,0,0,0,0,50,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/29/2016,2:00 PM,36.2203333,-95.8577777,12,12,110,8,0,0,0,0,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/29/2016,2:00 PM,36.2203333,-95.8577777,14,14,131,8,1,0,.,0.013,65,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/28/2016,2:00 PM,36.2203333,-95.8577777,22,8,93,8,0,0,0,0.027,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/23/2016,10:00 AM,36.2203333,-95.8577777,27,6,80,7.5,1,1,0,0.033,55,13.33333333,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/17/2016,11:00 AM,36.2203333,-95.8577777,28,9,127,8,1,0,0,0,60,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/20/2016,11:00 AM,36.2203333,-95.8577777,26,8,100,7.5,1,0,0,0.033,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/31/2016,1:00 PM,36.2203333,-95.8577777,20,10,110,7.5,0,0,0,0.033,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/29/2016,3:00 PM,36.2203333,-95.8577777,9,10,85,7.5,0,0,0,0.02,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/29/2016,1:00 PM,36.2203333,-95.8577777,7,9,73,7.5,0,0,0.1,0.007,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/27/2017,12:00 PM,36.2203333,-95.8577777,6,13,100,8,0,0,0,0.02,40,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/13/2017,1:00 PM,36.2203333,-95.8577777,11,11,98,8,0,0,0,0.027,55,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/30/2017,12:00 PM,36.2203333,-95.8577777,16,7,71,7.5,0,0,0,0.04,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/28/2017,12:00 PM,36.2203333,-95.8577777,17,11,112,7.5,0,0,0,.,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,5/31/2017,1:00 PM,36.2203333,-95.8577777,21,.,.,7.5,0,0,0,0.013,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/15/2017,1:00 PM,36.2203333,-95.8577777,25,5,61,7.4,1,0,0,0.02,25,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,7/27/2017,12:00 PM,36.2203333,-95.8577777,27,11,141,7.7,0,0,0,0.013,55,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/27/2017,12:15 PM,36.2203333,-95.8577777,25,10,121,8,0.5,0,0,0.033,50,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/25/2017,2:00 PM,36.2203333,-95.8577777,27,10,130,8,2,0,0,0.027,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,10/26/2017,12:00 PM,36.2203333,-95.8577777,15,10,99,8,2,0,0,0.027,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/28/2017,11:45 AM,36.2203333,-95.8577777,10,11,96,8,1,0,0,0.02,55,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/28/2017,2:00 PM,36.2203333,-95.8577777,1,13,87,7.9,0,0,0,0.007,75,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,1/31/2018,2:00 PM,36.2203333,-95.8577777,7,.,.,.,.,.,.,.,.,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/13/2018,12:00 PM,36.2203333,-95.8577777,5,11,84,8,0,0,0,0.02,50,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/18/2018,12:00 PM,36.2203333,-95.8577777,5,13,98,8,0,0,0,.,.,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/21/2018,12:30 PM,36.2203333,-95.8577777,26,6,77,7.5,0,0,0,0.013,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/29/2018,1:00 PM,36.2203333,-95.8577777,.,6,.,7.7,0,0,0.1,0.007,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,9/26/2018,1:00 PM,36.2203333,-95.8577777,22,6,71,7.7,0,0,0.1,0.013,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/29/2018,1:00 PM,36.2203333,-95.8577777,7,11,88,8,0,0,0,0.007,35,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/22/2019,12:00 PM,36.2203333,-95.8577777,7,13,103,8,0,0,0.1,0.007,60,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/29/2019,11:00 AM,36.2203333,-95.8577777,19,8,88,8,0,0,.,0.013,45,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/26/2019,1:00 PM,36.2203333,-95.8577777,27,8,104,8,1,0,0,0.007,20,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,8/22/2019,12:00 PM,36.2203333,-95.8577777,27,7,91,7.5,0,0,0,0.02,15,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,11/18/2019,12:00 PM,36.2203333,-95.8577777,8,7,60,8,0,0,0,0,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,12/30/2019,12:00 PM,36.2203333,-95.8577777,7,10,81,8,0,0,0,0.02,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,2/14/2020,8:00 AM,36.2203333,-95.8577777,4,.,.,.,.,.,.,.,.,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,3/31/2020,2:30 PM,36.2203333,-95.8577777,18,11,116,7.7,0,0,0,0.02,20,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,4/30/2020,1:15 PM,36.2203333,-95.8577777,20,9,101,7.5,0,0,0,0,30,.,Blue Thumb,Arkansas R.,11070107
Mingo Creek: 46th Street North,OK121300-01-0030C,Tulsa,6/24/2020,12:00 PM,36.2203333,-95.8577777,24,7,85,7.5,0,0,0.1,0.033,60,.,Blue Thumb,Arkansas R.,11070107
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,7/3/2008,11:34 AM,36.05155,-98.5857,24,9,110,7.7,0.5,0.08,0.1,0.18,45,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,8/5/2008,11:12 AM,36.05155,-98.5857,27,8,105,8.2,0.5,0.08,0.1,0.16,35,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,9/4/2008,11:30 AM,36.05155,-98.5857,18,5,57,7.5,0.5,0.08,0.1,0.08,25,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,9/11/2008,3:50 PM,36.05155,-98.5857,21,8,92,8,0.5,0.08,0.1,0.166,15,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,10/21/2008,11:30 AM,36.05155,-98.5857,14,10,97,8,0.5,0.08,0.1,0.12,25,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,11/4/2008,11:20 AM,36.05155,-98.5857,15,7,70,8,0.5,0.08,0.1,0.02,25,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,12/8/2008,11:27 AM,36.05155,-98.5857,8,8,67,8,0.5,0.08,0.1,0.033,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,3/4/2009,11:40 AM,36.05155,-98.5857,12,10,95,8,0.5,0.08,0.1,0.02,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,4/7/2009,11:32 AM,36.05155,-98.5857,8,12,100,7.5,1,0.15,0.1,0.08,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,5/27/2009,.,36.05155,-98.5857,17,9,94,8.5,0.5,.,0.1,0.16,30,33,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,6/22/2009,.,36.05155,-98.5857,25,8,100,7.7,.,.,0.1,0.173333333,35,1516,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,7/7/2009,.,36.05155,-98.5857,26,.,.,.,.,.,.,.,.,1011,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,7/21/2009,.,36.05155,-98.5857,26,7,90,8.5,.,.,0.1,0.1,25,888,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,8/20/2009,.,36.05155,-98.5857,23,10,120,7.5,1.5,0.08,0.15,0.233333333,15,1077,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,9/23/2009,.,36.05155,-98.5857,14,13,124,8,.,.,0.1,0.083333333,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,10/30/2009,.,36.05155,-98.5857,12,10,91,8.3,0.5,0.08,0.1,0.106666667,35,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,11/24/2009,.,36.05155,-98.5857,9,15,124,8,0.5,.,0.1,0.046666667,35,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,12/22/2009,.,36.05155,-98.5857,5,13,96,8,1.5,.,0.1,0.053333333,25,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,1/14/2010,.,36.05155,-98.5857,3,9,65,8,2,.,0.1,0.033333333,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,2/25/2010,.,36.05155,-98.5857,4,14,101,7.9,0.5,.,0.1,0.04,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,3/25/2010,.,36.05155,-98.5857,9,10,86,8,0.5,.,0.1,0.066666667,35,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,4/29/2010,.,36.05155,-98.5857,20,8,90,8,1.5,.,0.1,0.133333333,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,5/31/2010,.,36.05155,-98.5857,21,8,91,8,1.5,.,0.1,0.193333333,35,588,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,6/24/2010,.,36.05155,-98.5857,28,9,120,8,0.5,.,0.1,0.213333333,25,777,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,7/31/2010,.,36.05155,-98.5857,29,7,95,8,1.5,.,0.1,0.226666667,30,466,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,8/26/2010,.,36.05155,-98.5857,22,8,95,8,1,.,0.1,0.153333333,30,766,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,9/30/2010,.,36.05155,-98.5857,19,9,99,8,.,.,0.1,0.133333333,25,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,10/27/2010,.,36.05155,-98.5857,11,10,90,8,.,.,0.1,0.16,25,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,12/1/2010,.,36.05155,-98.5857,2,9,64,8,2,.,0.1,0.11,35,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,1/4/2011,.,36.05155,-98.5857,0,14,90,8,1,.,0.1,0.007,30,.,Blue Thumb,Canadian R.,11100301
Minnehaha Creek: Canton,OK520530-00-0190C,Blaine,2/23/2011,.,36.05155,-98.5857,10,15,126,8,2,.,0.1,0.06,30,.,Blue Thumb,Canadian R.,11100301
